NO,SCT_Ship_No,PO_No,AWB_No,Vendor,Item,From,To,Ship_Mode,ETA,ATA,Status,Final_Site,Flow_Code,Flow_Desc,Compliance,Customs_Start,Customs_Close,WH_Date,MOSB_Date,Delivery_Date,Weight_KG,CBM,Delay_Days,Remark
576,HVDC-ADOPT-HE-0368-4,4572116646,61110043407,Hitachi,Main Converter,Shanghai,Abu Dhabi Airport,A,2025-05-21,2025-05-21,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-05-26,45803.0,,,2025-05-27,2246.0,9.158,0,
577,HVDC-ADOPT-HE-0368-6,4572116646,61110043409,Hitachi,Main Converter,Shanghai,Abu Dhabi Airport,A,2025-05-21,2025-05-21,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-05-26,45803.0,,,2025-05-27,2050.0,5.737,0,
578,HVDC-ADOPT-HE-0354,4572116646,MY104280525,Hitachi,Main Converter,Port Klang,Khalifa port,C,2025-05-19,2025-05-19,Arrived,DAS,4,Port → WH → MOSB → Site,PASS,2025-05-20,45797.0,,2025-07-30,2025-05-29,23257.0,105.002,0,
579,HVDC-ADOPT-HE-0369,4572116646,LNZ00136382,Hitachi,Main Converter,Linz,Abu Dhabi Airport,A,2025-05-27,2025-05-27,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-05-28,45805.0,,,2025-05-30,1439.0,3.226,0,
580,HVDC-ADOPT-HE-0370,4572116646,LNZ00136408,Hitachi,Main Converter,Linz,Abu Dhabi Airport,A,2025-05-27,2025-05-27,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2025-05-28,45805.0,,,2025-05-30,1437.0,3.226,0,
581,HVDC-ADOPT-HE-0371,4572116646,LNZ00136411,Hitachi,Main Converter,Linz,Abu Dhabi Airport,A,2025-05-27,2025-05-27,Arrived,DAS/AGI,4,Port → WH → MOSB → Site,PASS,2025-05-28,45805.0,,2025-05-30,2025-05-30,2838.0,6.451,0,
582,HVDC-ADOPT-HE-0372,4572116646,LNZ00136279,Hitachi,Main Converter,Vienna,Abu Dhabi Airport,A,2025-05-27,2025-05-27,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-05-28,45805.0,,,2025-05-30,3290.0,9.206,0,
583,HVDC-ADOPT-SIM-0080-A,SCT-19LT-PRC-PO-004,RSLDWC250337,STATRON,400kV and 132kV New Converter GIS,Visakhapatnam,Khalifa port,C,2025-05-23,2025-05-23,Arrived,DAS,4,Port → WH → MOSB → Site,PASS,2025-05-30,45807.0,,,2025-06-02,2312.0,3.98,0,
584,HVDC-ADOPT-SIM-0080-B,SCT-19LT-PRC-PO-004,RSLDWC250338,STATRON,400kV and 132kV New Converter GIS,Visakhapatnam,Khalifa port,C,2025-05-23,2025-05-23,Arrived,AGI,4,Port → WH → MOSB → Site,PASS,2025-05-30,45807.0,,,2025-06-02,2440.0,3.98,0,
585,HVDC-ADOPT-SIM-0080-C,SCT-19LT-PRC-PO-004,RSLDWC250339,STATRON,400kV and 132kV New Converter GIS,Visakhapatnam,Khalifa port,C,2025-05-23,2025-05-23,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2025-05-30,45807.0,,,2025-06-03,2714.0,3.98,0,
586,HVDC-ADOPT-SIM-0080-D,SCT-19LT-PRC-PO-004,RSLDWC250340,STATRON,400kV and 132kV New Converter GIS,Visakhapatnam,Khalifa port,C,2025-05-23,2025-05-23,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-05-30,45807.0,,,2025-06-03,2714.0,3.98,0,
587,HVDC-ADOPT-SCT-0085,5000801116,290-700-2503-195,Bansuk,Lighting and Small Power Sysytem,Barcelona,Khalifa port,C,2025-05-28,2025-05-28,Arrived,SHU/DAS/MIR/AGI,4,Port → WH → MOSB → Site,PASS,2025-05-30,45807.0,,2025-06-09,2025-06-09,425.0,3.878,0,
588,HVDC-ADOPT-SCT-0104,5001004422,20250147,Roxtec,Lighting&Small Power System,Shanghai,Abu Dhabi Airport,A,2025-05-29,2025-05-29,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-05-30,45807.0,,,2025-06-04,53.0,0.19,0,
589,HVDC-ADOPT-SCT-0087,5000735890,290-700-2504-008,EMERSON,Distributed Control System,Busan Port,Khalifa port,C,2025-05-30,2025-05-30,Arrived,SHU/DAS/MIR/AGI,4,Port → WH → MOSB → Site,PASS,2025-05-30,45807.0,,,2025-06-11,2920.0,22.14,0,
590,HVDC-ADOPT-SCT-0072,5000799801,290-700-2504-006,LS Cable,"MV, LV & Control Cable",Busan Port,Khalifa port,C,2025-05-30,2025-05-30,Arrived,SHU/DAS/MIR/AGI,4,Port → WH → MOSB → Site,PASS,2025-05-30,45807.0,,2025-06-10,2025-06-05,149885.3,207.869,0,
591,HVDC-ADOPT-SCT-0082,5000735890,290-700-2504-007A,EMERSON,Distributed Control System,Busan Port,Khalifa port,C,2025-05-30,2025-05-30,Arrived,SHU/DAS/MIR/AGI,4,Port → WH → MOSB → Site,PASS,2025-05-31,45808.0,,,2025-06-14,45172.0,432.37,0,
592,HVDC-ADOPT-SCT-0084,5000761612,290-700-2504-007B,"ESAK CO., Ltd",Field Instrument,Busan Port,Khalifa port,C,2025-05-30,2025-05-30,Arrived,SHU/DAS/MIR/AGI,4,Port → WH → MOSB → Site,PASS,2025-05-31,45808.0,,2025-07-01,2025-07-01,565.0,5.425,0,
593,HVDC-ADOPT-HE-0228,4572116646,1130119172,Hitachi,Main Converter,Amsterdam,Abu Dhabi Airport,A,2025-05-27,2025-05-27,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2025-05-29,45806.0,,,2025-06-04,27445.0,121.891,0,
594,HVDC-ADOPT-HE-0229,4572116646,1130119173,Hitachi,Main Converter,Amsterdam,Abu Dhabi Airport,A,2025-05-27,2025-05-27,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2025-06-02,45810.0,,,2025-06-04,850.0,5.97,0,
595,HVDC-ADOPT-PPL-0017,5000675246,157-07435061,Prysmian,320kV HVDC Cable System,Milan,Abu Dhabi Airport,A,2025-05-27,2025-05-27,Arrived,Unknown,4,Port → WH → MOSB → Site,PASS,2025-05-28,45805.0,,,2025-05-31,4230.0,12.47,0,
596,HVDC-ADOPT-HE-0368-3,4572116646,61110043406,Hitachi,Main Converter,Shanghai,Abu Dhabi Airport,A,2025-05-31,2025-05-31,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-06-02,45810.0,,,2025-06-03,749.0,5.895,0,
597,HVDC-ADOPT-HE-0368-5,4572116646,61110043408,Hitachi,Main Converter,Shanghai,Abu Dhabi Airport,A,2025-06-06,2025-06-06,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-06-09,45817.0,,,2025-06-11,6677.0,48.258,0,
598,HVDC-ADOPT-SCT-0071,5000799801,290-700-2504-041,LS Cable,"MV, LV & Control Cable",Busan Port,Khalifa port,C,2025-06-06,2025-06-06,Arrived,SHU/DAS/MIR/AGI,4,Port → WH → MOSB → Site,PASS,2025-06-09,45817.0,,2025-06-13,2025-06-13,6135.0,10.159,0,
599,HVDC-ADOPT-HE-0373,4572116646,1130119658,Hitachi,Main Converter,Copenhagen,Abu Dhabi Airport,A,2025-06-08,2025-06-08,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-06-09,45817.0,,,2025-06-10,580.0,1.796,0,
600,HVDC-ADOPT-HE-0375,4572116646,1130119660,Hitachi,Main Converter,Copenhagen,Abu Dhabi Airport,A,2025-06-08,2025-06-08,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-06-09,45817.0,,,2025-06-10,130.0,0.31,0,
601,HVDC-ADOPT-SCT-0059,5001005974,290-700-2504-038,Tyco Electronics,Cable Termimation Kit,Hamburg,Khalifa port,C,2025-06-08,2025-06-08,Arrived,SHU/DAS/MIR/AGI,4,Port → WH → MOSB → Site,PASS,2025-06-09,45817.0,,2025-06-23,2025-06-23,897.0,5.299,0,
602,HVDC-ADOPT-PPL-0018,5000675246,157-07435072,Prysmian,320kV HVDC Cable System,Milan,Abu Dhabi Airport,A,2025-06-01,2025-06-01,Arrived,Unknown,4,Port → WH → MOSB → Site,PASS,2025-06-09,45817.0,,,2025-06-12,100.0,0.432,0,
603,HVDC-ADOPT-HE-0337,4572116646,GOT36800278,Hitachi,Main Converter,Antwerp,Khalifa port,C,2025-06-05,2025-06-05,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2025-06-11,45819.0,,,2025-06-25,1030.0,2.61,0,
604,HVDC-ADOPT-HE-0338,4572116646,GOT36800279,Hitachi,Main Converter,Antwerp,Khalifa port,C,2025-06-05,2025-06-05,Arrived,DAS/AGI,4,Port → WH → MOSB → Site,PASS,2025-06-11,45819.0,,2025-07-31,2025-07-31,2573.0,5.22,0,
605,HVDC-ADOPT-HE-0339,4572116646,GOT36800280,Hitachi,Main Converter,Antwerp,Khalifa port,C,2025-06-05,2025-06-05,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-06-11,45819.0,,,2025-07-11,1465.0,2.61,0,
606,HVDC-ADOPT-HE-0350,4572116646,GOT36800288,Hitachi,Main Converter,LONDON GATEWAY,Khalifa port,C,2025-06-05,2025-06-05,Arrived,DAS/AGI,4,Port → WH → MOSB → Site,PASS,2025-06-12,45820.0,,2025-06-26,2025-06-26,5146.0,13.4,0,
607,HVDC-ADOPT-HE-0351,4572116646,GOT36800289,Hitachi,Main Converter,LONDON GATEWAY,Khalifa port,C,2025-06-05,2025-06-05,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2025-06-12,45820.0,,,,4828.0,11.05,0,
608,HVDC-ADOPT-HE-0329,4572116646,GOT36800276,Hitachi,Main Converter,Antwerp,Khalifa port,C,2025-06-05,2025-06-05,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2025-06-12,45820.0,,,2025-06-25,21440.0,96.2,0,
609,HVDC-ADOPT-HE-0336,4572116646,GOT36800277,Hitachi,Main Converter,Antwerp,Khalifa port,C,2025-06-05,2025-06-05,Arrived,AGI,4,Port → WH → MOSB → Site,PASS,2025-06-12,45820.0,,,2025-06-14,17635.0,91.2,0,
610,HVDC-ADOPT-HE-0368-2,4572116646,61110043405,Hitachi,Main Converter,Shanghai,Abu Dhabi Airport,A,2025-06-10,2025-06-10,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-06-11,45819.0,,,2025-06-12,6904.0,31.035,0,
611,HVDC-ADOPT-HE-0401,4572116646,1130119767,Hitachi,Main Converter,Copenhagen,Abu Dhabi Airport,A,2025-06-09,2025-06-09,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-06-13,45821.0,,,2025-06-19,317.0,2.045,0,
612,HVDC-ADOPT-HE-0368-7,4572116646,61110043410,Hitachi,Main Converter,Shanghai,Abu Dhabi Airport,A,2025-06-13,2025-06-13,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-06-16,45824.0,,,2025-06-17,9786.0,56.729,0,
613,HVDC-ADOPT-HE-0398,4572116646,1130119735,Hitachi,Main Converter,Amsterdam,Abu Dhabi Airport,A,2025-06-13,2025-06-13,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-06-13,45821.0,,,2025-06-18,7935.0,40.236,0,
614,HVDC-ADOPT-HE-0399,4572116646,1130119743,Hitachi,Main Converter,Amsterdam,Abu Dhabi Airport,A,2025-06-13,2025-06-13,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-06-13,45821.0,,,2025-06-18,2200.0,13.793,0,
615,HVDC-ADOPT-HE-0403,4572116646,1130119986,Hitachi,Main Converter,Copenhagen,Abu Dhabi Airport,A,2025-06-15,2025-06-15,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-06-16,45824.0,,,2025-06-19,385.0,1.143,0,
616,HVDC-ADOPT-HE-0404,4572116646,1130119987,Hitachi,Main Converter,Copenhagen,Abu Dhabi Airport,A,2025-06-15,2025-06-15,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-06-16,45824.0,,,2025-06-19,80.0,0.285,0,
617,HVDC-ADOPT-HE-0406,4572116646,1130119991,Hitachi,Main Converter,Copenhagen,Abu Dhabi Airport,A,2025-06-15,2025-06-15,Arrived,DAS,4,Port → WH → MOSB → Site,PASS,2025-06-16,45824.0,,2025-06-19,2025-06-19,600.0,1.979,0,
618,HVDC-ADOPT-HE-0407,4572116646,1130119992,Hitachi,Main Converter,Copenhagen,Abu Dhabi Airport,A,2025-06-15,2025-06-15,Arrived,DAS,4,Port → WH → MOSB → Site,PASS,2025-06-16,45824.0,,2025-06-19,2025-06-19,125.0,0.893,0,
619,HVDC-ADOPT-HE-0402,4572116646,1130119836,Hitachi,Main Converter,Copenhagen,Abu Dhabi Airport,A,2025-06-13,2025-06-13,Arrived,DAS,4,Port → WH → MOSB → Site,PASS,2025-06-19,45827.0,,2025-06-20,2025-06-20,340.0,1.272,0,
620,HVDC-ADOPT-HE-0405,4572116646,1130119834,Hitachi,Main Converter,Copenhagen,Abu Dhabi Airport,A,2025-06-13,2025-06-13,Arrived,DAS,4,Port → WH → MOSB → Site,PASS,2025-06-19,45827.0,,2025-06-20,2025-06-20,580.0,2.1,0,
621,HVDC-ADOPT-HE-0230,4572116646,1130119769,Hitachi,Main Converter,Amsterdam,Abu Dhabi Airport,A,2025-06-17,2025-06-17,Arrived,DAS,4,Port → WH → MOSB → Site,PASS,2025-06-18,45826.0,,2025-06-19,2025-06-19,7970.0,40.648,0,
622,HVDC-ADOPT-HE-0231,4572116646,1130119770,Hitachi,Main Converter,Amsterdam,Abu Dhabi Airport,A,2025-06-17,2025-06-17,Arrived,DAS,4,Port → WH → MOSB → Site,PASS,2025-06-18,45826.0,,2025-06-19,2025-06-19,2165.0,13.669,0,
623,HVDC-ADOPT-SCT-0116,5001004422,AF208123,Roxtec,Lighting&Small Power System,Stockholm,Abu Dhabi Airport,A,2025-06-19,2025-06-19,Arrived,SHU/MIR,4,Port → WH → MOSB → Site,PASS,2025-06-19,45827.0,,,2025-06-21,4313.0,6.336,0,
624,HVDC-ADOPT-SCT-0092,5000789074,SEL00000090,TaeHwa,Cable Tray System,Busan Port,Khalifa port,C,2025-06-18,2025-06-18,Arrived,SHU/AGI,4,Port → WH → MOSB → Site,PASS,2025-06-21,45829.0,,2025-07-08,2025-07-08,25058.0,104.38,0,
625,HVDC-ADOPT-SCT-0083,5000761114,SEL00000089,Dong Yang,Cathodic Protection,Busan Port,Khalifa port,C,2025-06-18,2025-06-18,Arrived,SHU/DAS/MIR/AGI,4,Port → WH → MOSB → Site,PASS,2025-06-23,45831.0,,2025-07-08,2025-07-07,5680.0,39.199,0,
626,HVDC-ADOPT-SCT-0093,5000802593,SEL00000091,Sangdong,Steel Conduit,Busan Port,Khalifa port,C,2025-06-18,2025-06-18,Arrived,SHU/DAS/MIR/AGI,4,Port → WH → MOSB → Site,PASS,2025-06-21,45829.0,,2025-07-08,2025-07-07,43170.0,117.669,0,
627,HVDC-ADOPT-SCT-0098,5001009797,SEL00000133,Dong-A Bestech,Cable Gland,Busan Port,Khalifa port,C,2025-06-21,2025-06-21,Arrived,DAS/MIR/AGI,4,Port → WH → MOSB → Site,PASS,2025-06-24,45832.0,,2025-07-08,2025-07-07,5035.0,14.002,0,
628,HVDC-ADOPT-SCT-0097-1,5000735555,SEL00000135,LS Cable,"MV, LV & Control Cable",Busan Port,Khalifa port,C,2025-06-21,2025-06-21,Arrived,SHU/MIR,4,Port → WH → MOSB → Site,PASS,2025-06-24,45832.0,,2025-07-11,2025-07-07,12764.0,30.482,0,
629,HVDC-ADOPT-SCT-0086,5000735555,SEL00000134,LS Cable,"MV, LV & Control Cable",Busan Port,Khalifa port,C,2025-06-21,2025-06-21,Arrived,SHU/MIR,4,Port → WH → MOSB → Site,PASS,2025-06-25,45833.0,,,2025-07-10,29639.0,179.045,0,
630,HVDC-ADOPT-ZEN-0017,49922,252739693,SPP PUMPS,nan,LONDON GATEWAY,Khalifa port,C,2025-06-20,2025-06-20,Arrived,Unknown,4,Port → WH → MOSB → Site,PASS,2025-06-24,45832.0,,,2025-06-26,14943.0,59.33,0,
631,HVDC-ADOPT-HE-0364,4572116646,GOT36800299-001,Hitachi,Main Converter,Shanghai,Khalifa port,C,2025-06-22,2025-06-22,Arrived,SHU/MIR,4,Port → WH → MOSB → Site,PASS,2025-06-26,45834.0,,,2025-07-03,974.0,1.713,0,
632,HVDC-ADOPT-HE-0365,4572116646,GOT36800299-001,Hitachi,Main Converter,Shanghai,Khalifa port,C,2025-06-22,2025-06-22,Arrived,SHU/MIR,4,Port → WH → MOSB → Site,PASS,2025-06-26,45834.0,,,2025-07-11,42.0,0.061,0,
633,HVDC-ADOPT-HE-0366,4572116646,GOT36800299-001,Hitachi,Main Converter,Shanghai,Khalifa port,C,2025-06-22,2025-06-22,Arrived,SHU/AGI,4,Port → WH → MOSB → Site,PASS,2025-06-26,45834.0,,,2025-07-11,4578.0,5.6,0,
634,HVDC-ADOPT-HE-0411,4572116646,1130120267,Hitachi,Main Converter,Copenhagen,Abu Dhabi Airport,A,2025-06-23,2025-06-23,Arrived,DAS,4,Port → WH → MOSB → Site,PASS,2025-06-26,45834.0,,2025-06-27,2025-06-27,3320.0,10.507,0,
635,HVDC-ADOPT-HE-0409,4572116646,1130120235,Hitachi,Main Converter,Amsterdam,Abu Dhabi Airport,A,2025-06-24,2025-06-24,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-06-25,45833.0,,,2025-06-27,14400.0,64.892,0,
636,HVDC-ADOPT-HE-0410,4572116646,1130120237,Hitachi,Main Converter,Amsterdam,Abu Dhabi Airport,A,2025-06-24,2025-06-24,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-06-25,45833.0,,,2025-06-27,40.0,0.15,0,
637,HVDC-ADOPT-HE-0408,4572116646,1130120372,Hitachi,Main Converter,Copenhagen,Abu Dhabi Airport,A,2025-06-25,2025-06-25,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-06-26,45834.0,,,2025-06-27,279.5,1.536,0,
638,HVDC-ADOPT-SCT-0105,5001004422,SEL00000238,Roxtec,Lighting&Small Power System,Shanghai,Khalifa port,C,2025-06-26,2025-06-26,Arrived,AGI,4,Port → WH → MOSB → Site,PASS,2025-06-26,45834.0,,2025-07-11,2025-07-11,643.0,0.912,0,
639,HVDC-ADOPT-HE-0412,4572116646,1130120348,Hitachi,Main Converter,Amsterdam,Abu Dhabi Airport,A,2025-06-27,2025-06-27,Arrived,DAS,4,Port → WH → MOSB → Site,PASS,2025-06-30,45838.0,,2025-07-01,2025-07-01,1316.0,3.031,0,
640,HVDC-ADOPT-HE-0415,4572116646,1130120377,Hitachi,Main Converter,Amsterdam,Abu Dhabi Airport,A,2025-06-27,2025-06-27,Arrived,AGI,4,Port → WH → MOSB → Site,PASS,2025-06-30,45838.0,,2025-07-01,2025-07-01,1323.0,3.026,0,
641,HVDC-ADOPT-HE-0417,4572116646,LNZ00138207,Hitachi,Main Converter,Linz,Abu Dhabi Airport,A,2025-06-27,2025-06-27,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-06-30,45838.0,,,2025-07-01,2621.0,9.206,0,
642,HVDC-ADOPT-HE-0343,4572116646,GOT36800287,Hitachi,Main Converter,Varna,Khalifa port,C,2025-06-25,2025-06-25,Arrived,AGI,4,Port → WH → MOSB → Site,PASS,2025-07-02,45840.0,,,2025-07-08,3900.0,30.6,0,
643,HVDC-ADOPT-HE-0342,4572116646,GOT36800286,Hitachi,Main Converter,Varna,Khalifa port,C,2025-06-25,2025-06-25,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2025-07-02,45840.0,,,2025-07-08,3900.0,30.6,0,
644,HVDC-ADOPT-SCT-0096,5000801061,SEL00000094,SHIN AHN,Field Instrument,Busan Port,Khalifa port,C,2025-06-18,2025-06-18,Arrived,SHU/DAS/MIR/AGI,4,Port → WH → MOSB → Site,PASS,2025-06-30,45838.0,,2025-07-16,2025-07-16,1400.0,12.936,0,
645,HVDC-ADOPT-SCT-0095,5001009797,SEL00000093,Dong-A Bestech,Cable Gland,Busan Port,Khalifa port,C,2025-06-18,2025-06-18,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-06-30,45838.0,,,2025-07-16,640.0,2.249,0,
646,HVDC-ADOPT-SCT-0094,5001005974,SEL00000092,ILSUNG ACE,Cable Termimation Kit,Busan Port,Khalifa port,C,2025-06-18,2025-06-18,Arrived,SHU/DAS/MIR/AGI,4,Port → WH → MOSB → Site,PASS,2025-06-30,45838.0,,2025-07-16,2025-07-16,994.0,4.805,0,
647,HVDC-ADOPT-HE-0226,4572116646,GOT36800295-001,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2025-06-26,2025-06-26,Arrived,DAS,4,Port → WH → MOSB → Site,PASS,2025-07-02,45840.0,,,2025-07-05,628.0,2.6,0,
648,HVDC-ADOPT-HE-0227,4572116646,GOT36800295-002,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2025-06-26,2025-06-26,Arrived,DAS,4,Port → WH → MOSB → Site,PASS,2025-07-02,45840.0,,,2025-07-05,81.0,0.4,0,
649,HVDC-ADOPT-HE-0359,4572116646,GOT36800296,Hitachi,Main Converter,Gothenburg,Khalifa port,C,2025-06-26,2025-06-26,Arrived,DAS,4,Port → WH → MOSB → Site,PASS,2025-07-02,45840.0,,2028-08-08,2025-07-05,7180.0,50.05,0,
650,HVDC-ADOPT-SCT-0119,5001004422,AF208135,Roxtec,Lighting&Small Power System,Malmö,Abu Dhabi Airport,A,2025-06-29,2025-06-29,Arrived,SHU/DAS/MIR/AGI,4,Port → WH → MOSB → Site,PASS,2025-07-02,45840.0,,2025-07-03,2025-07-03,3194.0,5.904,0,
651,HVDC-ADOPT-HE-0352,4572116646,GOT36800290-001,Hitachi,Main Converter,Varna,Khalifa port,C,2025-07-07,2025-07-07,Arrived,DAS/AGI,4,Port → WH → MOSB → Site,PASS,2025-07-09,45847.0,,2025-07-16,2025-07-16,52800.0,261.264,0,
652,HVDC-ADOPT-HE-0353,4572116646,GOT36800290-002,Hitachi,Main Converter,Varna,Khalifa port,C,2025-07-07,2025-07-07,Arrived,DAS/AGI,4,Port → WH → MOSB → Site,PASS,2025-07-09,45847.0,,2025-07-15,2025-07-15,1492.0,2.239,0,
653,HVDC-ADOPT-HE-0418,4572116646,1130120817,Hitachi,Main Converter,Amsterdam,Abu Dhabi Airport,A,2025-07-08,2025-07-08,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-07-08,45846.0,,,2025-07-11,25380.0,162.047,0,
654,HVDC-ADOPT-HE-0419,4572116646,1130120820,Hitachi,Main Converter,Amsterdam,Abu Dhabi Airport,A,2025-07-08,2025-07-08,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-07-08,45846.0,,,2025-07-11,463.0,1.466,0,
655,HVDC-ADOPT-SCT-0101,5000799801,SEL00000273,LS Cable,"MV, LV & Control Cable",Busan Port,Khalifa port,C,2025-07-10,2025-07-10,Arrived,SHU/DAS/MIR,4,Port → WH → MOSB → Site,PASS,2025-07-10,45848.0,,2025-07-22,2025-07-22,94053.0,125.285,0,
656,HVDC-ADOPT-SCT-0102,5000789074,SEL00000278,TaeHwa,Cable Tray System,Busan Port,Khalifa port,C,2025-07-10,2025-07-10,Arrived,AGI,4,Port → WH → MOSB → Site,PASS,2025-07-10,45848.0,,2025-07-22,2025-07-22,30494.0,106.46,0,
657,HVDC-ADOPT-SCT-0073,5000799801,SEL00000270,LS Cable,"MV, LV & Control Cable",Busan Port,Khalifa port,C,2025-07-10,2025-07-10,Arrived,SHU/DAS/MIR/AGI,4,Port → WH → MOSB → Site,PASS,2025-07-10,45848.0,,2025-07-22,2025-07-22,11681.0,19.814,0,
658,HVDC-ADOPT-SCT-0097-2,5000735555,SEL00000225,LS Cable,"MV, LV & Control Cable",Busan Port,Khalifa port,C,2025-07-10,2025-07-10,Arrived,SHU/MIR,4,Port → WH → MOSB → Site,PASS,2025-07-10,45848.0,,,2025-07-28,3226.0,6.913,0,
659,HVDC-ADOPT-HE-0442,4572116646,BPLSE253364,Hitachi,Main Converter,Izmit,Khalifa port,C,2025-07-01,2025-07-01,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-07-10,45848.0,,,2025-07-30,20689.0,34.485,0,
660,HVDC-ADOPT-SIM-0079-A,SCT-19LT-PRC-PO-004,BSLA39171,STATRON,400kV and 132kV New Converter GIS,Antwerp,Khalifa port,C,2025-07-06,2025-07-06,Arrived,AGI,4,Port → WH → MOSB → Site,PASS,2025-07-14,45852.0,,2025-07-17,2025-07-17,1585.0,9.222,0,
661,HVDC-ADOPT-SIM-0079-B,SCT-19LT-PRC-PO-004,BSLA39171,STATRON,400kV and 132kV New Converter GIS,Antwerp,Khalifa port,C,2025-07-06,2025-07-06,Arrived,DAS,4,Port → WH → MOSB → Site,PASS,2025-07-14,45852.0,,2025-07-17,2025-07-17,1530.0,9.222,0,
662,HVDC-ADOPT-HE-0443,4572116646,1130121061,Hitachi,Main Converter,Copenhagen,Abu Dhabi Airport,A,2025-07-13,2025-07-13,Arrived,AGI,4,Port → WH → MOSB → Site,PASS,2025-07-15,45853.0,,2025-07-16,2025-07-16,495.0,0.981,0,
663,HVDC-ADOPT-HE-0444,4572116646,1130121065,Hitachi,Main Converter,Copenhagen,Abu Dhabi Airport,A,2025-07-13,2025-07-13,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2025-07-15,45853.0,,,2025-07-18,1027.0,2.991,0,
664,HVDC-ADOPT-HE-0445,4572116646,1130121066,Hitachi,Main Converter,Copenhagen,Abu Dhabi Airport,A,2025-07-13,2025-07-13,Arrived,SHU,4,Port → WH → MOSB → Site,PASS,2025-07-15,45853.0,,,2025-07-16,330.0,1.68,0,
665,HVDC-ADOPT-HE-0446,4572116646,1130121067,Hitachi,Main Converter,Copenhagen,Abu Dhabi Airport,A,2025-07-13,2025-07-13,Arrived,DAS,4,Port → WH → MOSB → Site,PASS,2025-07-15,45853.0,,2025-07-16,2025-07-16,498.0,0.836,0,
666,HVDC-ADOPT-SCT-0110,5000735555,SEL00000206,LS Cable,"MV, LV & Control Cable",Masan,Khalifa port,B,2025-07-06,2025-07-06,Arrived,SHU/MIR,4,Port → WH → MOSB → Site,PASS,2025-07-07,45845.0,,,2025-07-22,561902.0,1206.941,0,
667,HVDC-ADOPT-HE-0421,4572116646,1130120980,Hitachi,Main Converter,Amsterdam,Abu Dhabi Airport,A,2025-07-15,2025-07-15,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2025-07-15,45853.0,,,2025-07-18,24240.0,162.047,0,
668,HVDC-ADOPT-HE-0422,4572116646,1130120981,Hitachi,Main Converter,Amsterdam,Abu Dhabi Airport,A,2025-07-15,2025-07-15,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2025-07-15,45853.0,,,2025-07-18,463.0,1.466,0,
669,HVDC-ADOPT-HE-0433,4572116646,61110045534,Hitachi,Main Converter,Shanghai,Abu Dhabi Airport,A,2025-07-16,2025-07-16,Arrived,DAS,4,Port → WH → MOSB → Site,PASS,2025-07-15,45853.0,,2025-07-18,2025-07-18,11150.0,44.19,0,
670,HVDC-ADOPT-HE-0447,4572116646,1130121156,Hitachi,Main Converter,Charles De Gaulle,Abu Dhabi Airport,A,2025-07-18,2025-07-18,Arrived,MIR,4,Port → WH → MOSB → Site,PASS,2025-07-21,45859.0,,,2025-07-23,28990.0,91.208,0,
